date,plant_id,material_id,quantity_consumed
2023-04-02,ATL001,MAT048,104
2023-04-02,ATL001,MAT049,164
2023-04-02,ATL001,MAT050,153
2023-04-03,CLV001,MAT001,121
2023-04-03,CLV001,MAT002,76
2023-04-03,CLV001,MAT003,98
2023-04-03,CLV001,MAT004,106
2023-04-03,CLV001,MAT005,259
2023-04-03,CLV001,MAT006,229
2023-04-03,CLV001,MAT007,263
2023-04-03,CLV001,MAT008,88
2023-04-03,CLV001,MAT009,66
2023-04-03,CLV001,MAT010,207
2023-04-03,CLV001,MAT011,245
2023-04-03,CLV001,MAT012,193
2023-04-03,CLV001,MAT013,207
2023-04-03,CLV001,MAT014,164
2023-04-03,CLV001,MAT015,268
2023-04-03,CLV001,MAT016,190
2023-04-03,CLV001,MAT017,99
2023-04-03,CLV001,MAT018,120
2023-04-03,CLV001,MAT019,55
2023-04-03,CLV001,MAT020,113
2023-04-03,CLV001,MAT021,121
2023-04-03,CLV001,MAT022,211
2023-04-03,CLV001,MAT023,252
2023-04-03,CLV001,MAT024,159
2023-04-03,CLV001,MAT025,193
2023-04-03,CLV001,MAT026,194
2023-04-03,CLV001,MAT027,98
2023-04-03,CLV001,MAT028,152
2023-04-03,CLV001,MAT029,129
2023-04-03,CLV001,MAT030,178
2023-04-03,CLV001,MAT031,213
2023-04-03,CLV001,MAT032,112
2023-04-03,CLV001,MAT033,229
2023-04-03,CLV001,MAT034,100
2023-04-03,CLV001,MAT035,124
2023-04-03,CLV001,MAT036,69
2023-04-03,CLV001,MAT037,90
2023-04-03,CLV001,MAT038,105
2023-04-03,CLV001,MAT039,101
2023-04-03,CLV001,MAT040,256
2023-04-03,CLV001,MAT041,158
2023-04-03,CLV001,MAT042,250
2023-04-03,CLV001,MAT043,143
2023-04-03,CLV001,MAT044,102
2023-04-03,CLV001,MAT045,95
2023-04-03,CLV001,MAT046,249
2023-04-03,CLV001,MAT047,166
2023-04-03,CLV001,MAT048,181
2023-04-03,CLV001,MAT049,83
2023-04-03,CLV001,MAT050,1571
2023-04-03,ATL001,MAT001,173
2023-04-03,ATL001,MAT002,205
2023-04-03,ATL001,MAT003,203
2023-04-03,ATL001,MAT004,195
2023-04-03,ATL001,MAT005,162
2023-04-03,ATL001,MAT006,237
2023-04-03,ATL001,MAT007,221
2023-04-03,ATL001,MAT008,82
2023-04-03,ATL001,MAT009,205
2023-04-03,ATL001,MAT010,83
2023-04-03,ATL001,MAT011,125
2023-04-03,ATL001,MAT012,140
2023-04-03,ATL001,MAT013,126
2023-04-03,ATL001,MAT014,64
2023-04-03,ATL001,MAT015,155
2023-04-03,ATL001,MAT016,130
2023-04-03,ATL001,MAT017,169
2023-04-03,ATL001,MAT018,129
2023-04-03,ATL001,MAT019,72
2023-04-03,ATL001,MAT020,141
2023-04-03,ATL001,MAT021,119
2023-04-03,ATL001,MAT022,113
2023-04-03,ATL001,MAT023,280
2023-04-03,ATL001,MAT024,98
2023-04-03,ATL001,MAT025,168
2023-04-03,ATL001,MAT026,142
2023-04-03,ATL001,MAT027,65
2023-04-03,ATL001,MAT028,180
2023-04-03,ATL001,MAT029,143
2023-04-03,ATL001,MAT030,252
2023-04-03,ATL001,MAT031,228
2023-04-03,ATL001,MAT032,150
2023-04-03,ATL001,MAT033,201
2023-04-03,ATL001,MAT034,147
2023-04-03,ATL001,MAT035,223
2023-04-03,ATL001,MAT036,271
2023-04-03,ATL001,MAT037,125
2023-04-03,ATL001,MAT038,219
2023-04-03,ATL001,MAT039,276
2023-04-03,ATL001,MAT040,177
2023-04-03,ATL001,MAT041,202
2023-04-03,ATL001,MAT042,141
2023-04-03,ATL001,MAT043,290
2023-04-03,ATL001,MAT044,150
2023-04-03,ATL001,MAT045,202
2023-04-03,ATL001,MAT046,226
2023-04-03,ATL001,MAT047,213
2023-04-03,ATL001,MAT048,300
2023-04-03,ATL001,MAT049,161
2023-04-03,ATL001,MAT050,185
2023-04-04,CLV001,MAT001,263
2023-04-04,CLV001,MAT002,71
2023-04-04,CLV001,MAT003,189
2023-04-04,CLV001,MAT004,124
2023-04-04,CLV001,MAT005,88
2023-04-04,CLV001,MAT006,74
2023-04-04,CLV001,MAT007,65
2023-04-04,CLV001,MAT008,196
2023-04-04,CLV001,MAT009,222
2023-04-04,CLV001,MAT010,240
2023-04-04,CLV001,MAT011,144
2023-04-04,CLV001,MAT012,75
2023-04-04,CLV001,MAT013,159
2023-04-04,CLV001,MAT014,112
2023-04-04,CLV001,MAT015,121
2023-04-04,CLV001,MAT016,124
2023-04-04,CLV001,MAT017,89
2023-04-04,CLV001,MAT018,97
2023-04-04,CLV001,MAT019,152
2023-04-04,CLV001,MAT020,92
2023-04-04,CLV001,MAT021,77
2023-04-04,CLV001,MAT022,768
2023-04-04,CLV001,MAT023,140
2023-04-04,CLV001,MAT024,131
2023-04-04,CLV001,MAT025,80
2023-04-04,CLV001,MAT026,161
2023-04-04,CLV001,MAT027,137
2023-04-04,CLV001,MAT028,171
2023-04-04,CLV001,MAT029,188
2023-04-04,CLV001,MAT030,100
2023-04-04,CLV001,MAT031,186
2023-04-04,CLV001,MAT032,255
2023-04-04,CLV001,MAT033,79
2023-04-04,CLV001,MAT034,198
2023-04-04,CLV001,MAT035,123
2023-04-04,CLV001,MAT036,157
2023-04-04,CLV001,MAT037,128
2023-04-04,CLV001,MAT038,196
2023-04-04,CLV001,MAT039,266
2023-04-04,CLV001,MAT040,267
2023-04-04,CLV001,MAT041,239
2023-04-04,CLV001,MAT042,207
2023-04-04,CLV001,MAT043,110
2023-04-04,CLV001,MAT044,124
2023-04-04,CLV001,MAT045,145
2023-04-04,CLV001,MAT046,69
2023-04-04,CLV001,MAT047,131
2023-04-04,CLV001,MAT048,245
2023-04-04,CLV001,MAT049,121
2023-04-04,CLV001,MAT050,166
2023-04-04,ATL001,MAT001,239
2023-04-04,ATL001,MAT002,186
2023-04-04,ATL001,MAT003,123
2023-04-04,ATL001,MAT004,106
2023-04-04,ATL001,MAT005,152
2023-04-04,ATL001,MAT006,171
2023-04-04,ATL001,MAT007,183
2023-04-04,ATL001,MAT008,87
2023-04-04,ATL001,MAT009,85
2023-04-04,ATL001,MAT010,56
2023-04-04,ATL001,MAT011,129
2023-04-04,ATL001,MAT012,97
2023-04-04,ATL001,MAT013,271
2023-04-04,ATL001,MAT014,74
2023-04-04,ATL001,MAT015,129
2023-04-04,ATL001,MAT016,72
2023-04-04,ATL001,MAT017,171
2023-04-04,ATL001,MAT018,213
2023-04-04,ATL001,MAT019,95
2023-04-04,ATL001,MAT020,162
2023-04-04,ATL001,MAT021,174
2023-04-04,ATL001,MAT022,196
2023-04-04,ATL001,MAT023,84
2023-04-04,ATL001,MAT024,202
2023-04-04,ATL001,MAT025,227
2023-04-04,ATL001,MAT026,248
2023-04-04,ATL001,MAT027,207
2023-04-04,ATL001,MAT028,151
2023-04-04,ATL001,MAT029,169
2023-04-04,ATL001,MAT030,208
2023-04-04,ATL001,MAT031,78
2023-04-04,ATL001,MAT032,109
2023-04-04,ATL001,MAT033,187
2023-04-04,ATL001,MAT034,257
2023-04-04,ATL001,MAT035,223
2023-04-04,ATL001,MAT036,228
2023-04-04,ATL001,MAT037,203
2023-04-04,ATL001,MAT038,105
2023-04-04,ATL001,MAT039,288
2023-04-04,ATL001,MAT040,93
2023-04-04,ATL001,MAT041,130
2023-04-04,ATL001,MAT042,138
2023-04-04,ATL001,MAT043,141
2023-04-04,ATL001,MAT044,236
2023-04-04,ATL001,MAT045,60
2023-04-04,ATL001,MAT046,266
2023-04-04,ATL001,MAT047,90
2023-04-04,ATL001,MAT048,209
2023-04-04,ATL001,MAT049,67
2023-04-04,ATL001,MAT050,135
2023-04-05,CLV001,MAT001,131
2023-04-05,CLV001,MAT002,290
2023-04-05,CLV001,MAT003,204
2023-04-05,CLV001,MAT004,197
2023-04-05,CLV001,MAT005,79
2023-04-05,CLV001,MAT006,105
2023-04-05,CLV001,MAT007,105
2023-04-05,CLV001,MAT008,162
2023-04-05,CLV001,MAT009,164
2023-04-05,CLV001,MAT010,207
2023-04-05,CLV001,MAT011,145
2023-04-05,CLV001,MAT012,89
2023-04-05,CLV001,MAT013,205
2023-04-05,CLV001,MAT014,107
2023-04-05,CLV001,MAT015,103
2023-04-05,CLV001,MAT016,176
2023-04-05,CLV001,MAT017,116
2023-04-05,CLV001,MAT018,66
2023-04-05,CLV001,MAT019,79
2023-04-05,CLV001,MAT020,122
2023-04-05,CLV001,MAT021,144
2023-04-05,CLV001,MAT022,229
2023-04-05,CLV001,MAT023,117
2023-04-05,CLV001,MAT024,198
2023-04-05,CLV001,MAT025,198
2023-04-05,CLV001,MAT026,225
2023-04-05,CLV001,MAT027,99
2023-04-05,CLV001,MAT028,246
2023-04-05,CLV001,MAT029,152
2023-04-05,CLV001,MAT030,208
2023-04-05,CLV001,MAT031,75
2023-04-05,CLV001,MAT032,135
2023-04-05,CLV001,MAT033,111
2023-04-05,CLV001,MAT034,214
2023-04-05,CLV001,MAT035,171
2023-04-05,CLV001,MAT036,181
2023-04-05,CLV001,MAT037,144
2023-04-05,CLV001,MAT038,214
2023-04-05,CLV001,MAT039,146
2023-04-05,CLV001,MAT040,250
2023-04-05,CLV001,MAT041,156
2023-04-05,CLV001,MAT042,195
2023-04-05,CLV001,MAT043,90
2023-04-05,CLV001,MAT044,169
2023-04-05,CLV001,MAT045,195
2023-04-05,CLV001,MAT046,236
2023-04-05,CLV001,MAT047,167
2023-04-05,CLV001,MAT048,63
2023-04-05,CLV001,MAT049,281
2023-04-05,CLV001,MAT050,213
2023-04-05,ATL001,MAT001,182
2023-04-05,ATL001,MAT002,240
2023-04-05,ATL001,MAT003,138
2023-04-05,ATL001,MAT004,97
2023-04-05,ATL001,MAT005,211
2023-04-05,ATL001,MAT006,271
2023-04-05,ATL001,MAT007,81
2023-04-05,ATL001,MAT008,89
2023-04-05,ATL001,MAT009,219
2023-04-05,ATL001,MAT010,142
2023-04-05,ATL001,MAT011,96
2023-04-05,ATL001,MAT012,109
2023-04-05,ATL001,MAT013,78
2023-04-05,ATL001,MAT014,177
2023-04-05,ATL001,MAT015,137
2023-04-05,ATL001,MAT016,122
2023-04-05,ATL001,MAT017,188
2023-04-05,ATL001,MAT018,243
2023-04-05,ATL001,MAT019,94
2023-04-05,ATL001,MAT020,262
2023-04-05,ATL001,MAT021,182
2023-04-05,ATL001,MAT022,171
2023-04-05,ATL001,MAT023,93
2023-04-05,ATL001,MAT024,236
2023-04-05,ATL001,MAT025,95
2023-04-05,ATL001,MAT026,78
2023-04-05,ATL001,MAT027,170
2023-04-05,ATL001,MAT028,63
2023-04-05,ATL001,MAT029,222
2023-04-05,ATL001,MAT030,207
2023-04-05,ATL001,MAT031,273
2023-04-05,ATL001,MAT032,110
2023-04-05,ATL001,MAT033,150
2023-04-05,ATL001,MAT034,172
2023-04-05,ATL001,MAT035,152
2023-04-05,ATL001,MAT036,193
2023-04-05,ATL001,MAT037,131
2023-04-05,ATL001,MAT038,196
2023-04-05,ATL001,MAT039,240
2023-04-05,ATL001,MAT040,82
2023-04-05,ATL001,MAT041,201
2023-04-05,ATL001,MAT042,114
2023-04-05,ATL001,MAT043,158
2023-04-05,ATL001,MAT044,132
2023-04-05,ATL001,MAT045,179
2023-04-05,ATL001,MAT046,124
2023-04-05,ATL001,MAT047,252
2023-04-05,ATL001,MAT048,241
2023-04-05,ATL001,MAT049,140
2023-04-05,ATL001,MAT050,120
2023-04-06,CLV001,MAT001,231
2023-04-06,CLV001,MAT002,274
2023-04-06,CLV001,MAT003,135
2023-04-06,CLV001,MAT004,93
2023-04-06,CLV001,MAT005,262
2023-04-06,CLV001,MAT006,95
2023-04-06,CLV001,MAT007,83
2023-04-06,CLV001,MAT008,163
2023-04-06,CLV001,MAT009,1469
2023-04-06,CLV001,MAT010,89
2023-04-06,CLV001,MAT011,181
2023-04-06,CLV001,MAT012,117
2023-04-06,CLV001,MAT013,254
2023-04-06,CLV001,MAT014,265
2023-04-06,CLV001,MAT015,56
2023-04-06,CLV001,MAT016,190
2023-04-06,CLV001,MAT017,273
2023-04-06,CLV001,MAT018,72
2023-04-06,CLV001,MAT019,162
2023-04-06,CLV001,MAT020,81
2023-04-06,CLV001,MAT021,177
2023-04-06,CLV001,MAT022,153
2023-04-06,CLV001,MAT023,82
2023-04-06,CLV001,MAT024,69
2023-04-06,CLV001,MAT025,230
2023-04-06,CLV001,MAT026,252
2023-04-06,CLV001,MAT027,160
2023-04-06,CLV001,MAT028,140
2023-04-06,CLV001,MAT029,190
2023-04-06,CLV001,MAT030,91
2023-04-06,CLV001,MAT031,262
2023-04-06,CLV001,MAT032,104
2023-04-06,CLV001,MAT033,213
2023-04-06,CLV001,MAT034,85
2023-04-06,CLV001,MAT035,253
2023-04-06,CLV001,MAT036,159
2023-04-06,CLV001,MAT037,207
2023-04-06,CLV001,MAT038,278
2023-04-06,CLV001,MAT039,97
2023-04-06,CLV001,MAT040,68
2023-04-06,CLV001,MAT041,187
2023-04-06,CLV001,MAT042,191
2023-04-06,CLV001,MAT043,165
2023-04-06,CLV001,MAT044,175
2023-04-06,CLV001,MAT045,235
2023-04-06,CLV001,MAT046,112
2023-04-06,CLV001,MAT047,139
2023-04-06,CLV001,MAT048,269
2023-04-06,CLV001,MAT049,238
2023-04-06,CLV001,MAT050,86
2023-04-06,ATL001,MAT001,98
2023-04-06,ATL001,MAT002,281
2023-04-06,ATL001,MAT003,84
2023-04-06,ATL001,MAT004,94
2023-04-06,ATL001,MAT005,71
2023-04-06,ATL001,MAT006,177
2023-04-06,ATL001,MAT007,104
2023-04-06,ATL001,MAT008,173
2023-04-06,ATL001,MAT009,195
2023-04-06,ATL001,MAT010,104
2023-04-06,ATL001,MAT011,199
2023-04-06,ATL001,MAT012,164
2023-04-06,ATL001,MAT013,206
2023-04-06,ATL001,MAT014,201
2023-04-06,ATL001,MAT015,253
2023-04-06,ATL001,MAT016,193
2023-04-06,ATL001,MAT017,229
2023-04-06,ATL001,MAT018,236
2023-04-06,ATL001,MAT019,269
2023-04-06,ATL001,MAT020,161
2023-04-06,ATL001,MAT021,249
2023-04-06,ATL001,MAT022,269
2023-04-06,ATL001,MAT023,163
2023-04-06,ATL001,MAT024,246
2023-04-06,ATL001,MAT025,215
2023-04-06,ATL001,MAT026,235
2023-04-06,ATL001,MAT027,180
2023-04-06,ATL001,MAT028,138
2023-04-06,ATL001,MAT029,103
2023-04-06,ATL001,MAT030,146
2023-04-06,ATL001,MAT031,261
2023-04-06,ATL001,MAT032,232
2023-04-06,ATL001,MAT033,165
2023-04-06,ATL001,MAT034,63
2023-04-06,ATL001,MAT035,208
2023-04-06,ATL001,MAT036,130
2023-04-06,ATL001,MAT037,170
2023-04-06,ATL001,MAT038,122
2023-04-06,ATL001,MAT039,94
2023-04-06,ATL001,MAT040,186
2023-04-06,ATL001,MAT041,294
2023-04-06,ATL001,MAT042,123
2023-04-06,ATL001,MAT043,201
2023-04-06,ATL001,MAT044,193
2023-04-06,ATL001,MAT045,82
2023-04-06,ATL001,MAT046,100
2023-04-06,ATL001,MAT047,86
2023-04-06,ATL001,MAT048,188
2023-04-06,ATL001,MAT049,111
2023-04-06,ATL001,MAT050,262
2023-04-07,CLV001,MAT001,59
2023-04-07,CLV001,MAT002,181
2023-04-07,CLV001,MAT003,184
2023-04-07,CLV001,MAT004,96
2023-04-07,CLV001,MAT005,125
2023-04-07,CLV001,MAT006,153
2023-04-07,CLV001,MAT007,223
2023-04-07,CLV001,MAT008,111
2023-04-07,CLV001,MAT009,214
2023-04-07,CLV001,MAT010,178
2023-04-07,CLV001,MAT011,219
2023-04-07,CLV001,MAT012,117
2023-04-07,CLV001,MAT013,188
2023-04-07,CLV001,MAT014,100
2023-04-07,CLV001,MAT015,180
2023-04-07,CLV001,MAT016,204
2023-04-07,CLV001,MAT017,158
2023-04-07,CLV001,MAT018,90
2023-04-07,CLV001,MAT019,203
2023-04-07,CLV001,MAT020,123
2023-04-07,CLV001,MAT021,249
2023-04-07,CLV001,MAT022,195
2023-04-07,CLV001,MAT023,110
2023-04-07,CLV001,MAT024,213
2023-04-07,CLV001,MAT025,72
2023-04-07,CLV001,MAT026,172
2023-04-07,CLV001,MAT027,208
2023-04-07,CLV001,MAT028,168
2023-04-07,CLV001,MAT029,89
2023-04-07,CLV001,MAT030,106
2023-04-07,CLV001,MAT031,73
2023-04-07,CLV001,MAT032,103
2023-04-07,CLV001,MAT033,148
2023-04-07,CLV001,MAT034,93
2023-04-07,CLV001,MAT035,155
2023-04-07,CLV001,MAT036,172
2023-04-07,CLV001,MAT037,162
2023-04-07,CLV001,MAT038,102
2023-04-07,CLV001,MAT039,76
2023-04-07,CLV001,MAT040,236
2023-04-07,CLV001,MAT041,148
2023-04-07,CLV001,MAT042,179
2023-04-07,CLV001,MAT043,66
2023-04-07,CLV001,MAT044,183
2023-04-07,CLV001,MAT045,254
2023-04-07,CLV001,MAT046,200
2023-04-07,CLV001,MAT047,87
2023-04-07,CLV001,MAT048,183
2023-04-07,CLV001,MAT049,179
2023-04-07,CLV001,MAT050,186
2023-04-07,ATL001,MAT001,160
2023-04-07,ATL001,MAT002,253
2023-04-07,ATL001,MAT003,295
2023-04-07,ATL001,MAT004,254
2023-04-07,ATL001,MAT005,194
2023-04-07,ATL001,MAT006,196
2023-04-07,ATL001,MAT007,103
2023-04-07,ATL001,MAT008,99
2023-04-07,ATL001,MAT009,225
2023-04-07,ATL001,MAT010,95
2023-04-07,ATL001,MAT011,230
2023-04-07,ATL001,MAT012,221
2023-04-07,ATL001,MAT013,76
2023-04-07,ATL001,MAT014,117
2023-04-07,ATL001,MAT015,118
2023-04-07,ATL001,MAT016,184
2023-04-07,ATL001,MAT017,190
2023-04-07,ATL001,MAT018,175
2023-04-07,ATL001,MAT019,194
2023-04-07,ATL001,MAT020,204
2023-04-07,ATL001,MAT021,204
2023-04-07,ATL001,MAT022,108
2023-04-07,ATL001,MAT023,70
2023-04-07,ATL001,MAT024,287
2023-04-07,ATL001,MAT025,91
2023-04-07,ATL001,MAT026,167
2023-04-07,ATL001,MAT027,138
2023-04-07,ATL001,MAT028,88
2023-04-07,ATL001,MAT029,283
2023-04-07,ATL001,MAT030,210
2023-04-07,ATL001,MAT031,196
2023-04-07,ATL001,MAT032,138
2023-04-07,ATL001,MAT033,142
2023-04-07,ATL001,MAT034,116
2023-04-07,ATL001,MAT035,252
2023-04-07,ATL001,MAT036,198
2023-04-07,ATL001,MAT037,131
2023-04-07,ATL001,MAT038,189
2023-04-07,ATL001,MAT039,177
2023-04-07,ATL001,MAT040,118
2023-04-07,ATL001,MAT041,179
2023-04-07,ATL001,MAT042,178
2023-04-07,ATL001,MAT043,256
2023-04-07,ATL001,MAT044,194
2023-04-07,ATL001,MAT045,112
2023-04-07,ATL001,MAT046,200
2023-04-07,ATL001,MAT047,140
2023-04-07,ATL001,MAT048,195
2023-04-07,ATL001,MAT049,165
2023-04-07,ATL001,MAT050,137
2023-04-08,CLV001,MAT001,162
2023-04-08,CLV001,MAT002,164
2023-04-08,CLV001,MAT003,232
2023-04-08,CLV001,MAT004,178
2023-04-08,CLV001,MAT005,181
2023-04-08,CLV001,MAT006,155
2023-04-08,CLV001,MAT007,161
2023-04-08,CLV001,MAT008,196
2023-04-08,CLV001,MAT009,82
2023-04-08,CLV001,MAT010,235
2023-04-08,CLV001,MAT011,222
2023-04-08,CLV001,MAT012,186
2023-04-08,CLV001,MAT013,198
2023-04-08,CLV001,MAT014,212
2023-04-08,CLV001,MAT015,184
2023-04-08,CLV001,MAT016,87
2023-04-08,CLV001,MAT017,209
2023-04-08,CLV001,MAT018,1535
2023-04-08,CLV001,MAT019,163
2023-04-08,CLV001,MAT020,117
2023-04-08,CLV001,MAT021,265
2023-04-08,CLV001,MAT022,66
2023-04-08,CLV001,MAT023,171
2023-04-08,CLV001,MAT024,230
2023-04-08,CLV001,MAT025,107
2023-04-08,CLV001,MAT026,259
2023-04-08,CLV001,MAT027,185
2023-04-08,CLV001,MAT028,256
2023-04-08,CLV001,MAT029,148
2023-04-08,CLV001,MAT030,152
2023-04-08,CLV001,MAT031,141
2023-04-08,CLV001,MAT032,70
2023-04-08,CLV001,MAT033,98
2023-04-08,CLV001,MAT034,134
