date,plant_id,material_id,quantity_on_hand
2023-06-30,ATL001,MAT031,1701
2023-06-30,ATL001,MAT032,5138
2023-06-30,ATL001,MAT033,4606
2023-06-30,ATL001,MAT034,10185
2023-06-30,ATL001,MAT035,7673
2023-06-30,ATL001,MAT036,1787
2023-06-30,ATL001,MAT037,6334
2023-06-30,ATL001,MAT038,6892
2023-06-30,ATL001,MAT039,3411
2023-06-30,ATL001,MAT040,19787
2023-06-30,ATL001,MAT041,0
2023-06-30,ATL001,MAT042,594
2023-06-30,ATL001,MAT043,20898
2023-06-30,ATL001,MAT044,2969
2023-06-30,ATL001,MAT045,8414
2023-06-30,ATL001,MAT046,0
2023-06-30,ATL001,MAT047,4901
2023-06-30,ATL001,MAT048,7226
2023-06-30,ATL001,MAT049,11198
2023-06-30,ATL001,MAT050,5588
2023-07-01,CLV001,MAT001,5075
2023-07-01,CLV001,MAT002,14728
2023-07-01,CLV001,MAT003,5927
2023-07-01,CLV001,MAT004,4969
2023-07-01,CLV001,MAT005,3648
2023-07-01,CLV001,MAT006,8506
2023-07-01,CLV001,MAT007,3110
2023-07-01,CLV001,MAT008,12887
2023-07-01,CLV001,MAT009,2328
2023-07-01,CLV001,MAT010,1242
2023-07-01,CLV001,MAT011,15182
2023-07-01,CLV001,MAT012,8406
2023-07-01,CLV001,MAT013,8583
2023-07-01,CLV001,MAT014,27158
2023-07-01,CLV001,MAT015,6530
2023-07-01,CLV001,MAT016,16882
2023-07-01,CLV001,MAT017,4850
2023-07-01,CLV001,MAT018,22967
2023-07-01,CLV001,MAT019,10937
2023-07-01,CLV001,MAT020,10784
2023-07-01,CLV001,MAT021,8058
2023-07-01,CLV001,MAT022,5610
2023-07-01,CLV001,MAT023,13472
2023-07-01,CLV001,MAT024,12266
2023-07-01,CLV001,MAT025,463
2023-07-01,CLV001,MAT026,1167
2023-07-01,CLV001,MAT027,9021
2023-07-01,CLV001,MAT028,15834
2023-07-01,CLV001,MAT029,3389
2023-07-01,CLV001,MAT030,4284
2023-07-01,CLV001,MAT031,5270
2023-07-01,CLV001,MAT032,16922
2023-07-01,CLV001,MAT033,4748
2023-07-01,CLV001,MAT034,5537
2023-07-01,CLV001,MAT035,4677
2023-07-01,CLV001,MAT036,7138
2023-07-01,CLV001,MAT037,2481
2023-07-01,CLV001,MAT038,10195
2023-07-01,CLV001,MAT039,1055
2023-07-01,CLV001,MAT040,3668
2023-07-01,CLV001,MAT041,9225
2023-07-01,CLV001,MAT042,100
2023-07-01,CLV001,MAT043,8434
2023-07-01,CLV001,MAT044,12372
2023-07-01,CLV001,MAT045,12110
2023-07-01,CLV001,MAT046,16533
2023-07-01,CLV001,MAT047,5627
2023-07-01,CLV001,MAT048,16147
2023-07-01,CLV001,MAT049,11209
2023-07-01,CLV001,MAT050,17759
2023-07-01,ATL001,MAT001,11354
2023-07-01,ATL001,MAT002,10916
2023-07-01,ATL001,MAT003,23487
2023-07-01,ATL001,MAT004,3432
2023-07-01,ATL001,MAT005,2742
2023-07-01,ATL001,MAT006,4659
2023-07-01,ATL001,MAT007,1465
2023-07-01,ATL001,MAT008,5429
2023-07-01,ATL001,MAT009,6167
2023-07-01,ATL001,MAT010,13097
2023-07-01,ATL001,MAT011,8845
2023-07-01,ATL001,MAT012,4589
2023-07-01,ATL001,MAT013,11842
2023-07-01,ATL001,MAT014,11430
2023-07-01,ATL001,MAT015,15063
2023-07-01,ATL001,MAT016,11818
2023-07-01,ATL001,MAT017,6633
2023-07-01,ATL001,MAT018,10466
2023-07-01,ATL001,MAT019,9810
2023-07-01,ATL001,MAT020,6953
2023-07-01,ATL001,MAT021,11588
2023-07-01,ATL001,MAT022,525
2023-07-01,ATL001,MAT023,15925
2023-07-01,ATL001,MAT024,15696
2023-07-01,ATL001,MAT025,1103
2023-07-01,ATL001,MAT026,0
2023-07-01,ATL001,MAT027,9422
2023-07-01,ATL001,MAT028,6530
2023-07-01,ATL001,MAT029,7045
2023-07-01,ATL001,MAT030,2235
2023-07-01,ATL001,MAT031,3021
2023-07-01,ATL001,MAT032,5088
2023-07-01,ATL001,MAT033,4549
2023-07-01,ATL001,MAT034,12600
2023-07-01,ATL001,MAT035,7566
2023-07-01,ATL001,MAT036,1676
2023-07-01,ATL001,MAT037,6227
2023-07-01,ATL001,MAT038,6726
2023-07-01,ATL001,MAT039,3255
2023-07-01,ATL001,MAT040,19722
2023-07-01,ATL001,MAT041,0
2023-07-01,ATL001,MAT042,436
2023-07-01,ATL001,MAT043,20817
2023-07-01,ATL001,MAT044,2825
2023-07-01,ATL001,MAT045,8300
2023-07-01,ATL001,MAT046,2013
2023-07-01,ATL001,MAT047,4842
2023-07-01,ATL001,MAT048,7019
2023-07-01,ATL001,MAT049,11113
2023-07-01,ATL001,MAT050,5467
2023-07-02,CLV001,MAT001,4937
2023-07-02,CLV001,MAT002,14581
2023-07-02,CLV001,MAT003,5847
2023-07-02,CLV001,MAT004,8703
2023-07-02,CLV001,MAT005,3509
2023-07-02,CLV001,MAT006,8382
2023-07-02,CLV001,MAT007,3040
2023-07-02,CLV001,MAT008,12825
2023-07-02,CLV001,MAT009,2164
2023-07-02,CLV001,MAT010,1148
2023-07-02,CLV001,MAT011,15104
2023-07-02,CLV001,MAT012,8300
2023-07-02,CLV001,MAT013,8408
2023-07-02,CLV001,MAT014,26967
2023-07-02,CLV001,MAT015,6428
2023-07-02,CLV001,MAT016,16777
2023-07-02,CLV001,MAT017,4707
2023-07-02,CLV001,MAT018,22842
2023-07-02,CLV001,MAT019,10810
2023-07-02,CLV001,MAT020,10562
2023-07-02,CLV001,MAT021,7874
2023-07-02,CLV001,MAT022,5435
2023-07-02,CLV001,MAT023,13283
2023-07-02,CLV001,MAT024,12195
2023-07-02,CLV001,MAT025,249
2023-07-02,CLV001,MAT026,1035
2023-07-02,CLV001,MAT027,8909
2023-07-02,CLV001,MAT028,15756
2023-07-02,CLV001,MAT029,3311
2023-07-02,CLV001,MAT030,4089
2023-07-02,CLV001,MAT031,5220
2023-07-02,CLV001,MAT032,16831
2023-07-02,CLV001,MAT033,4635
2023-07-02,CLV001,MAT034,5428
2023-07-02,CLV001,MAT035,4624
2023-07-02,CLV001,MAT036,6933
2023-07-02,CLV001,MAT037,2310
2023-07-02,CLV001,MAT038,10101
2023-07-02,CLV001,MAT039,855
2023-07-02,CLV001,MAT040,3614
2023-07-02,CLV001,MAT041,9141
2023-07-02,CLV001,MAT042,0
2023-07-02,CLV001,MAT043,8292
2023-07-02,CLV001,MAT044,12222
2023-07-02,CLV001,MAT045,11892
2023-07-02,CLV001,MAT046,16381
2023-07-02,CLV001,MAT047,5451
2023-07-02,CLV001,MAT048,16047
2023-07-02,CLV001,MAT049,11128
2023-07-02,CLV001,MAT050,18920
2023-07-02,ATL001,MAT001,11205
2023-07-02,ATL001,MAT002,10833
2023-07-02,ATL001,MAT003,23416
2023-07-02,ATL001,MAT004,3359
2023-07-02,ATL001,MAT005,2631
2023-07-02,ATL001,MAT006,4522
2023-07-02,ATL001,MAT007,3024
2023-07-02,ATL001,MAT008,5353
2023-07-02,ATL001,MAT009,6023
2023-07-02,ATL001,MAT010,12997
2023-07-02,ATL001,MAT011,8725
2023-07-02,ATL001,MAT012,4471
2023-07-02,ATL001,MAT013,11692
2023-07-02,ATL001,MAT014,11350
2023-07-02,ATL001,MAT015,16440
2023-07-02,ATL001,MAT016,11770
2023-07-02,ATL001,MAT017,8133
2023-07-02,ATL001,MAT018,10332
2023-07-02,ATL001,MAT019,9633
2023-07-02,ATL001,MAT020,6845
2023-07-02,ATL001,MAT021,11359
2023-07-02,ATL001,MAT022,447
2023-07-02,ATL001,MAT023,15790
2023-07-02,ATL001,MAT024,15627
2023-07-02,ATL001,MAT025,966
2023-07-02,ATL001,MAT026,2068
2023-07-02,ATL001,MAT027,11298
2023-07-02,ATL001,MAT028,6393
2023-07-02,ATL001,MAT029,6984
2023-07-02,ATL001,MAT030,2140
2023-07-02,ATL001,MAT031,2812
2023-07-02,ATL001,MAT032,4942
2023-07-02,ATL001,MAT033,4441
2023-07-02,ATL001,MAT034,12542
2023-07-02,ATL001,MAT035,7451
2023-07-02,ATL001,MAT036,1481
2023-07-02,ATL001,MAT037,6117
2023-07-02,ATL001,MAT038,6534
2023-07-02,ATL001,MAT039,5315
2023-07-02,ATL001,MAT040,19554
2023-07-02,ATL001,MAT041,2052
2023-07-02,ATL001,MAT042,293
2023-07-02,ATL001,MAT043,20624
2023-07-02,ATL001,MAT044,2727
2023-07-02,ATL001,MAT045,8132
2023-07-02,ATL001,MAT046,4782
2023-07-02,ATL001,MAT047,4650
2023-07-02,ATL001,MAT048,6898
2023-07-02,ATL001,MAT049,11070
2023-07-02,ATL001,MAT050,5325
2023-07-03,CLV001,MAT001,4816
2023-07-03,CLV001,MAT002,14424
2023-07-03,CLV001,MAT003,5805
2023-07-03,CLV001,MAT004,10411
2023-07-03,CLV001,MAT005,3352
2023-07-03,CLV001,MAT006,8217
2023-07-03,CLV001,MAT007,2979
2023-07-03,CLV001,MAT008,12647
2023-07-03,CLV001,MAT009,2033
2023-07-03,CLV001,MAT010,1041
2023-07-03,CLV001,MAT011,14955
2023-07-03,CLV001,MAT012,8203
2023-07-03,CLV001,MAT013,8261
2023-07-03,CLV001,MAT014,26882
2023-07-03,CLV001,MAT015,6388
2023-07-03,CLV001,MAT016,16614
2023-07-03,CLV001,MAT017,4646
2023-07-03,CLV001,MAT018,22756
2023-07-03,CLV001,MAT019,10701
2023-07-03,CLV001,MAT020,10413
2023-07-03,CLV001,MAT021,7722
2023-07-03,CLV001,MAT022,5349
2023-07-03,CLV001,MAT023,13089
2023-07-03,CLV001,MAT024,12051
2023-07-03,CLV001,MAT025,1733
2023-07-03,CLV001,MAT026,945
2023-07-03,CLV001,MAT027,8794
2023-07-03,CLV001,MAT028,15645
2023-07-03,CLV001,MAT029,3107
2023-07-03,CLV001,MAT030,3917
2023-07-03,CLV001,MAT031,5093
2023-07-03,CLV001,MAT032,16760
2023-07-03,CLV001,MAT033,4565
2023-07-03,CLV001,MAT034,5332
2023-07-03,CLV001,MAT035,4483
2023-07-03,CLV001,MAT036,6767
2023-07-03,CLV001,MAT037,2182
2023-07-03,CLV001,MAT038,10029
2023-07-03,CLV001,MAT039,774
2023-07-03,CLV001,MAT040,3406
2023-07-03,CLV001,MAT041,9076
2023-07-03,CLV001,MAT042,2040
2023-07-03,CLV001,MAT043,8196
2023-07-03,CLV001,MAT044,12122
2023-07-03,CLV001,MAT045,11833
2023-07-03,CLV001,MAT046,16300
2023-07-03,CLV001,MAT047,5382
2023-07-03,CLV001,MAT048,15851
2023-07-03,CLV001,MAT049,11028
2023-07-03,CLV001,MAT050,21148
2023-07-03,ATL001,MAT001,11127
2023-07-03,ATL001,MAT002,10741
2023-07-03,ATL001,MAT003,23217
2023-07-03,ATL001,MAT004,3281
2023-07-03,ATL001,MAT005,2526
2023-07-03,ATL001,MAT006,4415
2023-07-03,ATL001,MAT007,5046
2023-07-03,ATL001,MAT008,5203
2023-07-03,ATL001,MAT009,5870
2023-07-03,ATL001,MAT010,12940
2023-07-03,ATL001,MAT011,8582
2023-07-03,ATL001,MAT012,4365
2023-07-03,ATL001,MAT013,11584
2023-07-03,ATL001,MAT014,11210
2023-07-03,ATL001,MAT015,18589
2023-07-03,ATL001,MAT016,11631
2023-07-03,ATL001,MAT017,7996
2023-07-03,ATL001,MAT018,10200
2023-07-03,ATL001,MAT019,9544
2023-07-03,ATL001,MAT020,6697
2023-07-03,ATL001,MAT021,11188
2023-07-03,ATL001,MAT022,383
2023-07-03,ATL001,MAT023,15677
2023-07-03,ATL001,MAT024,15536
2023-07-03,ATL001,MAT025,740
2023-07-03,ATL001,MAT026,4568
2023-07-03,ATL001,MAT027,11240
2023-07-03,ATL001,MAT028,6230
2023-07-03,ATL001,MAT029,6854
2023-07-03,ATL001,MAT030,2031
2023-07-03,ATL001,MAT031,5221
2023-07-03,ATL001,MAT032,4873
2023-07-03,ATL001,MAT033,4305
2023-07-03,ATL001,MAT034,12418
2023-07-03,ATL001,MAT035,7371
2023-07-03,ATL001,MAT036,1340
2023-07-03,ATL001,MAT037,5951
2023-07-03,ATL001,MAT038,6329
2023-07-03,ATL001,MAT039,5185
2023-07-03,ATL001,MAT040,19387
2023-07-03,ATL001,MAT041,1979
2023-07-03,ATL001,MAT042,2991
2023-07-03,ATL001,MAT043,20439
2023-07-03,ATL001,MAT044,2613
2023-07-03,ATL001,MAT045,7954
2023-07-03,ATL001,MAT046,4706
2023-07-03,ATL001,MAT047,4505
2023-07-03,ATL001,MAT048,6768
2023-07-03,ATL001,MAT049,10993
2023-07-03,ATL001,MAT050,5205
2023-07-04,CLV001,MAT001,4741
2023-07-04,CLV001,MAT002,14261
2023-07-04,CLV001,MAT003,5663
2023-07-04,CLV001,MAT004,10358
2023-07-04,CLV001,MAT005,3254
2023-07-04,CLV001,MAT006,8041
2023-07-04,CLV001,MAT007,2806
2023-07-04,CLV001,MAT008,12544
2023-07-04,CLV001,MAT009,1848
2023-07-04,CLV001,MAT010,5041
2023-07-04,CLV001,MAT011,14823
2023-07-04,CLV001,MAT012,8112
2023-07-04,CLV001,MAT013,8101
2023-07-04,CLV001,MAT014,26804
2023-07-04,CLV001,MAT015,6173
2023-07-04,CLV001,MAT016,16551
2023-07-04,CLV001,MAT017,4476
2023-07-04,CLV001,MAT018,22681
2023-07-04,CLV001,MAT019,10604
2023-07-04,CLV001,MAT020,10322
2023-07-04,CLV001,MAT021,7602
2023-07-04,CLV001,MAT022,5248
2023-07-04,CLV001,MAT023,12913
2023-07-04,CLV001,MAT024,11998
2023-07-04,CLV001,MAT025,1562
2023-07-04,CLV001,MAT026,774
2023-07-04,CLV001,MAT027,8739
2023-07-04,CLV001,MAT028,15485
2023-07-04,CLV001,MAT029,2926
2023-07-04,CLV001,MAT030,3838
2023-07-04,CLV001,MAT031,4960
2023-07-04,CLV001,MAT032,16545
2023-07-04,CLV001,MAT033,4416
2023-07-04,CLV001,MAT034,5208
2023-07-04,CLV001,MAT035,4437
2023-07-04,CLV001,MAT036,6682
2023-07-04,CLV001,MAT037,1981
2023-07-04,CLV001,MAT038,9922
2023-07-04,CLV001,MAT039,722
2023-07-04,CLV001,MAT040,3296
2023-07-04,CLV001,MAT041,8980
2023-07-04,CLV001,MAT042,4891
2023-07-04,CLV001,MAT043,8076
2023-07-04,CLV001,MAT044,12032
2023-07-04,CLV001,MAT045,11706
2023-07-04,CLV001,MAT046,16088
2023-07-04,CLV001,MAT047,5254
2023-07-04,CLV001,MAT048,15681
2023-07-04,CLV001,MAT049,10887
2023-07-04,CLV001,MAT050,21074
2023-07-04,ATL001,MAT001,10961
2023-07-04,ATL001,MAT002,10624
2023-07-04,ATL001,MAT003,23132
2023-07-04,ATL001,MAT004,3190
2023-07-04,ATL001,MAT005,2341
2023-07-04,ATL001,MAT006,4292
2023-07-04,ATL001,MAT007,4920
2023-07-04,ATL001,MAT008,5049
2023-07-04,ATL001,MAT009,5661
2023-07-04,ATL001,MAT010,12767
2023-07-04,ATL001,MAT011,8405
2023-07-04,ATL001,MAT012,4214
2023-07-04,ATL001,MAT013,11512
2023-07-04,ATL001,MAT014,11091
2023-07-04,ATL001,MAT015,20654
2023-07-04,ATL001,MAT016,11437
2023-07-04,ATL001,MAT017,7895
2023-07-04,ATL001,MAT018,10138
2023-07-04,ATL001,MAT019,12390
2023-07-04,ATL001,MAT020,6509
2023-07-04,ATL001,MAT021,11082
2023-07-04,ATL001,MAT022,275
2023-07-04,ATL001,MAT023,15577
2023-07-04,ATL001,MAT024,15387
2023-07-04,ATL001,MAT025,649
2023-07-04,ATL001,MAT026,4406
2023-07-04,ATL001,MAT027,11186
2023-07-04,ATL001,MAT028,6117
2023-07-04,ATL001,MAT029,6733
2023-07-04,ATL001,MAT030,1933
2023-07-04,ATL001,MAT031,7583
2023-07-04,ATL001,MAT032,4787
2023-07-04,ATL001,MAT033,4205
2023-07-04,ATL001,MAT034,12360
2023-07-04,ATL001,MAT035,7308
2023-07-04,ATL001,MAT036,1204
2023-07-04,ATL001,MAT037,5810
2023-07-04,ATL001,MAT038,6171
2023-07-04,ATL001,MAT039,6169
2023-07-04,ATL001,MAT040,19234
2023-07-04,ATL001,MAT041,1828
2023-07-04,ATL001,MAT042,5574
2023-07-04,ATL001,MAT043,20297
2023-07-04,ATL001,MAT044,2483
2023-07-04,ATL001,MAT045,7891
2023-07-04,ATL001,MAT046,4634
2023-07-04,ATL001,MAT047,5804
2023-07-04,ATL001,MAT048,6635
2023-07-04,ATL001,MAT049,10946
2023-07-04,ATL001,MAT050,6087
2023-07-05,CLV001,MAT001,4613
2023-07-05,CLV001,MAT002,14181
2023-07-05,CLV001,MAT003,5487
2023-07-05,CLV001,MAT004,11500
2023-07-05,CLV001,MAT005,3144
2023-07-05,CLV001,MAT006,7878
2023-07-05,CLV001,MAT007,2629
2023-07-05,CLV001,MAT008,12378
2023-07-05,CLV001,MAT009,1738
2023-07-05,CLV001,MAT010,4954
2023-07-05,CLV001,MAT011,14711
2023-07-05,CLV001,MAT012,7981
2023-07-05,CLV001,MAT013,8022
2023-07-05,CLV001,MAT014,26709
2023-07-05,CLV001,MAT015,6117
2023-07-05,CLV001,MAT016,16441
2023-07-05,CLV001,MAT017,4330
2023-07-05,CLV001,MAT018,22466
2023-07-05,CLV001,MAT019,10538
2023-07-05,CLV001,MAT020,10199
2023-07-05,CLV001,MAT021,7422
2023-07-05,CLV001,MAT022,5192
2023-07-05,CLV001,MAT023,12707
2023-07-05,CLV001,MAT024,11874
2023-07-05,CLV001,MAT025,1433
2023-07-05,CLV001,MAT026,594
2023-07-05,CLV001,MAT027,8557
2023-07-05,CLV001,MAT028,15385
2023-07-05,CLV001,MAT029,2777
2023-07-05,CLV001,MAT030,3679
2023-07-05,CLV001,MAT031,4783
2023-07-05,CLV001,MAT032,16371
2023-07-05,CLV001,MAT033,4347
2023-07-05,CLV001,MAT034,5139
2023-07-05,CLV001,MAT035,4351
2023-07-05,CLV001,MAT036,6596
2023-07-05,CLV001,MAT037,1846
2023-07-05,CLV001,MAT038,9790
2023-07-05,CLV001,MAT039,542
2023-07-05,CLV001,MAT040,3157
2023-07-05,CLV001,MAT041,8809
2023-07-05,CLV001,MAT042,6248
2023-07-05,CLV001,MAT043,7929
2023-07-05,CLV001,MAT044,11943
2023-07-05,CLV001,MAT045,11555
2023-07-05,CLV001,MAT046,15982
2023-07-05,CLV001,MAT047,5155
2023-07-05,CLV001,MAT048,15555
2023-07-05,CLV001,MAT049,10828
2023-07-05,CLV001,MAT050,21012
2023-07-05,ATL001,MAT001,10854
2023-07-05,ATL001,MAT002,10495
2023-07-05,ATL001,MAT003,23001
2023-07-05,ATL001,MAT004,2988
2023-07-05,ATL001,MAT005,2235
2023-07-05,ATL001,MAT006,4128
2023-07-05,ATL001,MAT007,6685
2023-07-05,ATL001,MAT008,4942
2023-07-05,ATL001,MAT009,5511
2023-07-05,ATL001,MAT010,12553
2023-07-05,ATL001,MAT011,8322
2023-07-05,ATL001,MAT012,4051
2023-07-05,ATL001,MAT013,11426
2023-07-05,ATL001,MAT014,10994
2023-07-05,ATL001,MAT015,22543
2023-07-05,ATL001,MAT016,11282
2023-07-05,ATL001,MAT017,9360
2023-07-05,ATL001,MAT018,10073
2023-07-05,ATL001,MAT019,12307
2023-07-05,ATL001,MAT020,6454
2023-07-05,ATL001,MAT021,10903
2023-07-05,ATL001,MAT022,171
2023-07-05,ATL001,MAT023,15506
2023-07-05,ATL001,MAT024,15317
2023-07-05,ATL001,MAT025,433
2023-07-05,ATL001,MAT026,6283
2023-07-05,ATL001,MAT027,11131
2023-07-05,ATL001,MAT028,6010
2023-07-05,ATL001,MAT029,6660
2023-07-05,ATL001,MAT030,1883
2023-07-05,ATL001,MAT031,7453
2023-07-05,ATL001,MAT032,4734
2023-07-05,ATL001,MAT033,4073
2023-07-05,ATL001,MAT034,12178
2023-07-05,ATL001,MAT035,7262
2023-07-05,ATL001,MAT036,1078
2023-07-05,ATL001,MAT037,5727
2023-07-05,ATL001,MAT038,6052
2023-07-05,ATL001,MAT039,6026
2023-07-05,ATL001,MAT040,19134
2023-07-05,ATL001,MAT041,4819
2023-07-05,ATL001,MAT042,5432
2023-07-05,ATL001,MAT043,20127
2023-07-05,ATL001,MAT044,2318
2023-07-05,ATL001,MAT045,7794
2023-07-05,ATL001,MAT046,8057
2023-07-05,ATL001,MAT047,5608
2023-07-05,ATL001,MAT048,6552
2023-07-05,ATL001,MAT049,10809
2023-07-05,ATL001,MAT050,5883
2023-07-06,CLV001,MAT001,4531
2023-07-06,CLV001,MAT002,13993
2023-07-06,CLV001,MAT003,5364
2023-07-06,CLV001,MAT004,11439
2023-07-06,CLV001,MAT005,3044
2023-07-06,CLV001,MAT006,7691
2023-07-06,CLV001,MAT007,2452
2023-07-06,CLV001,MAT008,12217
2023-07-06,CLV001,MAT009,1586
2023-07-06,CLV001,MAT010,7306
2023-07-06,CLV001,MAT011,14661
2023-07-06,CLV001,MAT012,7764
2023-07-06,CLV001,MAT013,7876
2023-07-06,CLV001,MAT014,26638
2023-07-06,CLV001,MAT015,6042
2023-07-06,CLV001,MAT016,16244
2023-07-06,CLV001,MAT017,4265
2023-07-06,CLV001,MAT018,22296
2023-07-06,CLV001,MAT019,10487
2023-07-06,CLV001,MAT020,10082
2023-07-06,CLV001,MAT021,7275
2023-07-06,CLV001,MAT022,5032
2023-07-06,CLV001,MAT023,12638
2023-07-06,CLV001,MAT024,11740
2023-07-06,CLV001,MAT025,2808
2023-07-06,CLV001,MAT026,535
2023-07-06,CLV001,MAT027,8443
2023-07-06,CLV001,MAT028,15204
2023-07-06,CLV001,MAT029,2623
2023-07-06,CLV001,MAT030,3500
2023-07-06,CLV001,MAT031,4625
2023-07-06,CLV001,MAT032,16237
2023-07-06,CLV001,MAT033,4184
2023-07-06,CLV001,MAT034,5040
2023-07-06,CLV001,MAT035,4187
2023-07-06,CLV001,MAT036,6431
2023-07-06,CLV001,MAT037,1705
2023-07-06,CLV001,MAT038,9667
2023-07-06,CLV001,MAT039,407
2023-07-06,CLV001,MAT040,3051
2023-07-06,CLV001,MAT041,8649
2023-07-06,CLV001,MAT042,7598
2023-07-06,CLV001,MAT043,7859
2023-07-06,CLV001,MAT044,11817
2023-07-06,CLV001,MAT045,11414
2023-07-06,CLV001,MAT046,15921
2023-07-06,CLV001,MAT047,5029
2023-07-06,CLV001,MAT048,15509
2023-07-06,CLV001,MAT049,10725
2023-07-06,CLV001,MAT050,20861
2023-07-06,ATL001,MAT001,10752
2023-07-06,ATL001,MAT002,10383
2023-07-06,ATL001,MAT003,22869
2023-07-06,ATL001,MAT004,2935
2023-07-06,ATL001,MAT005,2137
2023-07-06,ATL001,MAT006,3979
2023-07-06,ATL001,MAT007,8639
2023-07-06,ATL001,MAT008,4750
2023-07-06,ATL001,MAT009,5442
2023-07-06,ATL001,MAT010,12498
2023-07-06,ATL001,MAT011,8219
2023-07-06,ATL001,MAT012,3971
2023-07-06,ATL001,MAT013,12417
2023-07-06,ATL001,MAT014,10826
2023-07-06,ATL001,MAT015,25161
2023-07-06,ATL001,MAT016,11131
2023-07-06,ATL001,MAT017,10507
2023-07-06,ATL001,MAT018,9918
2023-07-06,ATL001,MAT019,12210
2023-07-06,ATL001,MAT020,6290
2023-07-06,ATL001,MAT021,10725
2023-07-06,ATL001,MAT022,105
2023-07-06,ATL001,MAT023,15376
2023-07-06,ATL001,MAT024,15259
2023-07-06,ATL001,MAT025,378
2023-07-06,ATL001,MAT026,6059
2023-07-06,ATL001,MAT027,10960
2023-07-06,ATL001,MAT028,5853
2023-07-06,ATL001,MAT029,6578
2023-07-06,ATL001,MAT030,1744
2023-07-06,ATL001,MAT031,7237
2023-07-06,ATL001,MAT032,4670
2023-07-06,ATL001,MAT033,3935
2023-07-06,ATL001,MAT034,12070
2023-07-06,ATL001,MAT035,7070
2023-07-06,ATL001,MAT036,987
2023-07-06,ATL001,MAT037,5638
2023-07-06,ATL001,MAT038,5997
2023-07-06,ATL001,MAT039,5891
2023-07-06,ATL001,MAT040,18936
2023-07-06,ATL001,MAT041,6335
2023-07-06,ATL001,MAT042,7841
2023-07-06,ATL001,MAT043,20059
2023-07-06,ATL001,MAT044,2140
2023-07-06,ATL001,MAT045,7627
2023-07-06,ATL001,MAT046,7916
2023-07-06,ATL001,MAT047,5444
2023-07-06,ATL001,MAT048,6504
2023-07-06,ATL001,MAT049,10670
